,count,hate_speech,offensive_language,neither,class,tweet
10150,,,,,neither,III .
10151,,,,,neither,"Make a visit here , lad . ."
10152,,,,,neither,.
10153,,,,,neither,http://tlt.its.psu.edu/suggestions/ ... entsHandout.pdf or . . .
10154,,,,,neither,IV .
10155,,,,,neither,Pray vnto Odin .
10156,,,,,neither,"Many-a-luck to you , gille ."
10157,,,,,neither,Greetings were looking to recruit new members for the United Front or start a new chapter in Surrey/Van we are only in the Valley right now pm if interested .
10158,,,,,neither,When they took the cross off the Canadian flag then we were doomed .
10159,,,,,neither,Up until then we were part of Europe .
10160,,,,,neither,The flag should have the leaf thingy and a mix between the French flag and the George Cross of England to show the ethnic heritage of the White Canadians
10161,,,,,neither,Id say move out west were ever either B.C or Alberta all white people in Canada need to move out west so we can take the west back .
10162,,,,,neither,If you want to start doing something productive for your race you can start by posting Mantra .
10163,,,,,neither,Check out the link in my sig brother .
10164,,,,,neither,Wrote a brief essay on the theology of the KKK cross burning ritual and how it benefits society as a whole .
10165,,,,,hate_speech,"There's no way to stop them from coming to Canada all that is needed is proof of ownership of a house in India , africa etc and they can enter in on a tourist visa ."
10166,,,,,neither,I was in the Taiwan airport and the whole plane was East Indian .
10167,,,,,neither,Live off the island .
10168,,,,,neither,I work downtown Montreal but live off the island out in the country .
10169,,,,,neither,Non-whites like crowded conditions not wide open spaces .
10170,,,,,hate_speech,"You forgot to add that they spread disease and their poor hygiene causes pest infestations , then there is rampant drug use and sexual assaulting white women and children ."
10171,,,,,neither,I live hour south of Regina .
10172,,,,,neither,"Not much for natives here where I live , though every store is all philipinos it seems ."
10175,,,,,neither,Zionists want to maintain the racial diversity in the West .
10176,,,,,neither,They do not want an anti-Islamic uprising that results in the expulsion of Muslims .
10177,,,,,neither,I'm actually really sad that only one person emailed me .
10178,,,,,neither,That 's it ?
10179,,,,,neither,In all of Vancouver ?
10180,,,,,neither,It makes my heart sick .
10183,,,,,neither,You need to join a Nationalist organization so you are more part of the scene such as the Nationalist Party of Canada .
10184,,,,,neither,"in england the spanish flag is probably kosher to fly without getting your collar felt , any flag in the world would be ok but the jack and st george"
10185,,,,,neither,"They will never get anywhere , they 're just as bad if not worse than the BNP in respect to how stigmatized their name is ."
10186,,,,,neither,I see where you are coming from .
10187,,,,,neither,"But remember , lots of people I hear say that their parents would kick off if their brought back a non-white home to introduce him/her as their partner ."
10188,,,,,neither,"Some of them are Jewish , but most of those complicit in the betrayal of this country are our own flesh and blood , which is the great tragedy of our times ."
10189,,,,,hate_speech,The problem is that through western elites we have to feed and look after useless savages like malema .
10190,,,,,hate_speech,If that stopped the worthless thing would starve !
10191,,,,,neither,"The new census has shown some 9.2 million non whites in England and Wales , this was a properly done census in my opinion and has shown that the white population of the UK is barely 50 million"
10192,,,,,neither,Unfortunately our official greeter Evaline has n't been about for awhile so allow me to bid all of you who have recently joined our little band of brothers ( and sisters ) a warm welcome. max
10193,,,,,neither,hi all i am from south of london. hope to make many like minded friends got bored of listening to the lefties so need to talk to real people
10194,,,,,neither,"Watching and reading between the lines of the libtard media over the past few days , I think they are very nervous indeed ."
10195,,,,,neither,He use to run it a few year ago I use to run around with him and some other lads from London
10196,,,,,neither,"Hi Lads and Lasses , im new here , The country is in a mess and I have been watching these posts for weeks ."
10197,,,,,neither,I think its a great site and very informative
10198,,,,,neither,65% of all media coverage in britain is the BBC and they are openly biased towards the left and the others are n't much better .
10199,,,,,neither,Hello Everyone on Stormfront Have heard a lot of good things about this forum so I have decided to take the plunge .
10200,,,,,neither,I 'm a nationalist who belonged to the pre-Griffin BNP .
10201,,,,,neither,Yes and thank you to those who reported this vile sicko .
10202,,,,,neither,He can go pollute some other pool with his disgusting paedophilia .
10203,,,,,neither,Creep
10204,,,,,neither,"I'm in Australia and I want it to be done and over with , my mum is constantly going on about the Olympics like it 's a big deal ."
10205,,,,,neither,"Well, being a British nationalist is being a white nationalist seeing as the British are a nation of whites ."
10206,,,,,neither,"More broadly , of course I wish to see white countries get-on with each other but if it came down to a choice between my country 's interests and those of another white country I would put my own first ."
10207,,,,,neither,I went on the EDL page last night and I saw the funnies thing .
10208,,,,,neither,Why Bedfordshire Needs Kevin Carroll as Police Commissioner
10209,,,,,neither,Yes my friend this you must do .
10210,,,,,neither,And no of course you not going to lay down and let them do what they please .
10211,,,,,neither,We will stand shoulder to shoulder with you on this fight .
10212,,,,,neither,"Kiss and make up kids , the real enemy is on our streets raping our women ."
10213,,,,,neither,Let 's deal with the non-whites first Congrats on you finding love
10214,,,,,neither,"If you need a good dog , you ca n't beat a bull terrier , strong , loyal , great with kids , and have a bite pressure of up to 5000 lbs per square inch , compared to a Rottweiller which is 500 lbs per square inch.Sarge2506."
10215,,,,,neither,"Of course the county is lovely , in facts its gods country in our book BUT the cities are rat infested with enrichers , just how the country is isnt it ."
10216,,,,,neither,I just realised how much anti Russian propaganda is on the internet in the last week or two .
10217,,,,,neither,I hope not much people will trust all that propaganda .
10218,,,,,hate_speech,Hiya i 'm new here and sick of watching my country become infected with the disease of multiculturalism .
10219,,,,,neither,It 's nice to be with like-minded individuals .
10220,,,,,neither,"I wonder when it will end , and when people will have had enough as well ."
10221,,,,,neither,This video on british becoming a minority is so awful ill never watch it again .
10222,,,,,neither,"Welcome CA1784 , ROY BROWN , Th0r , dan23uk , ourtimewillcome and Glasgow Girl ."
10223,,,,,neither,Just a second and I 'll pipe you all aboard .... Toot-Toot .
10224,,,,,neither,"I 'm sorry , I 've only got this Kazoo but ' ' Welcome Aboard ' ' just the same ."
10225,,,,,neither,"I joined under another name way back in 2003 when SF Britain was a single page , i miss those early days the banter and comradeship was fantastic"
10226,,,,,neither,I find that video disturbing at best .
10227,,,,,hate_speech,The Juden never stop with the race mixing yet they do n't want it for themselves .......
10228,,,,,neither,Disgusting !
10229,,,,,neither,I honestly dont understand ukip sometimes they look like labour but on the other hand like the torys .
10230,,,,,neither,There a joke BNP FOR ME
10231,,,,,neither,And so friendly too .
10232,,,,,neither,I ca n't wait till they take over our country and we all have to convert to Islam .
10233,,,,,hate_speech,i would move to surrey just outside Kingston upon Thames ok Kingston is infested but outer areas are not too bad inner London is just a joke
10234,,,,,neither,"Damn, if I had known about this earlier I would have attended ."
10235,,,,,neither,Will there be similar events in the not-too-distant future ?
10236,,,,,neither,Not an answer I 'd expect from a mod .
10237,,,,,neither,The fyromians have always been coming onto the Greek thread for months spewing false history and we provoke them ?
10238,,,,,neither,Too lazy to make a proper rage comic .
10239,,,,,neither,* Le me searching le webs for info about le ongoing crisis in this thread .
10240,,,,,neither,Fyromia - Encyclopedia Dramatica Greece - Encyclopedia Dramatica Bulgaria - Encyclopedia Dramatica
10241,,,,,neither,In an unassuming family house on a dead end in Verl an internationally known musician a recording studio right has for years operated .
10242,,,,,neither,Marco Laszcz is a singer and mastermind of the band Sleipnir .
10243,,,,,neither,He is regarded as one of the central figures of the neo-Nazi right rock scene .
10244,,,,,neither,"Over the years , he succeeded in Verl , where he has lived since his marriage under the name Marco B. , maintain a bourgeois facade ."
10245,,,,,hate_speech,"Verl : Rechts-Rocker lebt bürgerlich in Verl | Neue Westfälische , Nachrichten aus Ostwestfalen-Lippe , Bielefeld , Gütersloh , Herford , Paderborn , Höxter , Warburg , News , Meldungen , Informationen - Neue Westfälische - Verl For days over Yule , the Zionist controlled press and Antifa scum have been laying siege to Marco from Sleipnir 's family home ."
10246,,,,,neither,The reason for this persecution ?
10247,,,,,hate_speech,"Well Marco is a German patriot and musician who , in the sick minds of ZOG , committed the heinious crime of producing music for a local school ."
10248,,,,,neither,How evil can you get huh ?
10249,,,,,neither,You will need to hit the translate button on the above link .
10250,,,,,neither,SOLIDARITY WITH MARCO .
10251,,,,,neither,Freundschaft - Sleipnir & Nemesis with/mit English and/und Deutsch Lyrics - YouTube
10252,,,,,neither,"Yes but difference is that Putin is still in charge and Jews have to behave , while on other picture Jewess Albright is in charge and is there to give orders to Ukraine , so you ca n't really compare ."
10253,,,,,neither,same over here in australia. the entire melbourne taxi system is filled with indians and africans. its funny that there are no calls for diversity in the taxi industry
10254,,,,,neither,Oh my god .
10255,,,,,neither,"That literally hurt my brain and made me laugh while I was reading it , it 's so ridiculous that you really ca n't do anything else ."
10256,,,,,neither,Id like to say something but I once heard `` if you have nothing good to say dont say anything at all '' .
10257,,,,,neither,If thinking was easy everyone would be doing it .
10258,,,,,neither,Im always mystified by the way that those most set on getting rid of partition are always those who want to have nothing at all to do with the PUL community in the north .
10259,,,,,neither,Israeli Embassy in Ireland had to take note of the graffiti giving their Jewish supremacists worldwide and in Ireland being given notice. scroll down to their 6/6/13 entry on their Israel in Ireland fb page https : //www.facebook.com/IsraelinIreland
10260,,,,,neither,I'm on yer side .
10261,,,,,neither,We are ALL on the same bloddy side !
10262,,,,,neither,Let 's all stay together .
10263,,,,,neither,We MUST .. stand together This dived and conqer bullcrap has got to end .... now !
10264,,,,,neither,"If all of this was true , you would not be beaten in every battle in I , II Balkan war and in WWI by us ."
10265,,,,,neither,"my kids want to hang around and bring a couple of nigs into the house .if i do.some members of my family will blank me.if i dont allow it. the kids themselves will blank me for a while , so either way i cant win"
10266,,,,,neither,"Minister asks YouTube to remove video directing anti-Semitic abuse at him Minister asks YouTube to remove video directing anti-Semitic abuse at him - The Irish Times - Fri , Mar 30 , 2012 Alan Shatter - Jewish Nation-Wrecker - YouTube"
10267,,,,,neither,"One can only express sympathy to the families of those people who died regardless of whether they were protesters , police , or pro-government ."
10268,,,,,neither,"Christ did not promote any violence , however mohammed ordered to kill the non believers , which includes us christians and pagans on Stormfront ."
10269,,,,,neither,"I've seen it before , most are Poles from America from what I see ."
10270,,,,,hate_speech,"Too many libtards , I would n't waste my time there ."
10271,,,,,hate_speech,everyone who doesnt speak Romanian and look as in WHITE get out of Romania a move back to your homeland .
10272,,,,,neither,Russians .
10273,,,,,neither,Hungarians .
10274,,,,,neither,Gyspsies !
10275,,,,,neither,Jews !
10276,,,,,neither,Dessert * * * * * * !!
10277,,,,,neither,I'll like to take that for a test drive .
10278,,,,,neither,Hope it 's as fast as it looks because it will have to be fast .
10279,,,,,neither,OMG unfortunately they are very good at hot air. did n't see any massive demos to prosecute the kiddie fiddlers amongst the Christian Brothers .
10280,,,,,neither,I just got a group started in my area Roswell Aryan Front and we 're looking for people to join or groups to join with if anyone is interested in joing or knows or is part of a group that is recruiting send me a private message or e-mail appreciate it .
10281,,,,,neither,14/88
10282,,,,,neither,I guess I should have known that there are too many bleeding heart liberals in the NW to get an answer to this thread .
10283,,,,,neither,I 'm too close to the left coast .
10284,,,,,neither,All I got from that is ...
10285,,,,,hate_speech,I got sloppy seconds after some Muslims used this girl .
10286,,,,,neither,At least she goes to church now LOL
10287,,,,,neither,I dont drive a Ford but I got a s-10 with a 6 inch lift on it 34 inch mickie thompson swampers rollbar and the kc lights on the rollbar .
10288,,,,,neither,"Somehow, it is not hard for me to imagine you fighting off an entire police force , you certainly sound mean enough ."
10289,,,,,neither,hey im looking to talk to/meet ppl around my age in my area 16/f/poway sanDiego any1 around me wanna message back to this that be awesome thnkx
10290,,,,,neither,i used to go out with younger women but i just dont understand them any more. i would prefer low 30s were they have gotten some of the wildness out of them .
10291,,,,,hate_speech,"Yeah, but I should mention that a few places there , like Beaver Falls and Aliquippa , are chock-full of filthy -- and I mean filthy -- n * * * * * s ."
10292,,,,,neither,It's not WV .
10293,,,,,hate_speech,"I do n't know if the person that said that ever leaves the house , but all I ever see are black guys and Mexicans everywhere ."
10294,,,,,neither,16
10295,,,,,neither,I do n't drink vodka but you sound like me but I am ten years older than you so it 's even worse .
10296,,,,,neither,This thread was started in July are you feeling better now ?
10297,,,,,neither,hello all Is any one on here from Austin Texas or not far ?
10298,,,,,neither,I am moving there tomorrow afternoon would love to meet other WP people in the area .
10299,,,,,neither,What happened is they left .
10300,,,,,neither,"I went to school there , and as soon as I was graduated , I left too ."
10301,,,,,neither,Get the hell out of there as soon as possible .
10302,,,,,neither,Only the crazy ones stay .
10303,,,,,neither,Sorry to hear you 're so down .
10304,,,,,neither,If you 'd like to talk just send me a message .
10305,,,,,neither,It will get better ...
10306,,,,,neither,2508
10307,,,,,neither,It'd be nice to know .
10308,,,,,neither,"Maybe some of us can meet , move in next to or near each other , and start building up White communities and keep it spreading across the country ."
10309,,,,,neither,"I tried to click on your link and see your pictures , but there was nothing ."
10310,,,,,neither,Maybe I will try later .
10311,,,,,neither,"Maybe you need to move , but honestly I think it 's that way everywhere unfortunately ."
10312,,,,,neither,Good luck ! 11
10313,,,,,neither,"As soon as i get a little smarter , i 'll figure out how to attach pics if this one did n't work ."
10314,,,,,neither,"Oh I see how it is , Son of the Mist ."
10315,,,,,neither,You laugh at us but I have yet to see a picture of you .
10316,,,,,neither,Thanks for the kind words in a pm .
10317,,,,,neither,Please feel free to pm me or email me anytime .
10318,,,,,neither,My email is in my profile .
10319,,,,,neither,I am new to Stormfront and was wondering who is from Tn .
10320,,,,,neither,I 'm looking to make new friends in the west / middle tn area .
10321,,,,,neither,Five is about what I 've found also .
10322,,,,,neither,I moved here so I 'm not `` out of the wood work '' .
10323,,,,,neither,How 's Balt .
10324,,,,,neither,?
10325,,,,,neither,Noose
10326,,,,,neither,I'm in SWVa .
10327,,,,,neither,Email me at ericahoesch@ntelos.net.
10328,,,,,neither,"I 'll be out of town for a few weeks , and I do n't plan on getting online again while I 'm gone ... Maybe we can touch base then ! 88 !"
10329,,,,,neither,Erica
10330,,,,,neither,"Hi, new to the site , saw your message , i live in Aurora and would like to meet some good ppl here , Brian"
10331,,,,,neither,Hey Blue email or PM me if you want to chat .
10332,,,,,hate_speech,I 'm either in North Florida or Nigeria sometimes i ca n't tell the difference. mothergrinninbird@yahoo.com
10333,,,,,neither,"Hey, just looking for some fellow brothers or sister to meet with , im starving for information and Possible Klans to join. would like to be able to meet with people around my age but also older and helpful"
10334,,,,,neither,Check out the Knights of the Ku Klux Klan www.kukluxklan.org they also have a internet news program usually updated weekly and can be seen with Real Player www.thomasrobb.com : )
10335,,,,,neither,I'm in the pittsburgh area myself .
10336,,,,,neither,"I guess you are far away , as I 've never even heard of that town listed as your location ."
10337,,,,,neither,"Hey there , i 'm a skin chic in KC ... i just found out about this site my friend skin14 _ 88 showed this to me ... just saying hello ...."
10338,,,,,neither,I am from vancouver wa am a singer in a up an coming white power band and i am looking to meet some one who has no boyfriend or man at all and is white
10339,,,,,neither,I was here before and thought I saw a chat room a year ago .
10340,,,,,neither,It was great I got to tell my funny jokes and get a reaction .
10341,,,,,neither,Does anyone know where I can chat ?
10342,,,,,neither,its the same way in denver. i dont even think anybody speaks english out here anymore. i love this town but i think its time to go ..
10343,,,,,neither,how are u im looking to make new friends so i ask u would u like to talk to me some time im a guy frome ny just trying to make some new friends if u would like to talk to me u can email me at killergods2001@yahoo.com thanks for your time hope to hear from u
10344,,,,,neither,Just out there looking for my future wife Actually I am just hoping to find some white ladies from canada. give me a shout via e-mail strmfrnt@telusplanet.net or icq @ 27961835
10345,,,,,neither,Hey Summer I live in Florida !
10346,,,,,neither,What city do you live in ?
10347,,,,,neither,If ya wanna talk just PM me .
10348,,,,,neither,OK bye !
10349,,,,,neither,hey i live right outside orlando pm me for my phone number not alot of skins like it was in the 80 's but i would be glad to meet others
10350,,,,,neither,"CGG, you and I have many of the same tastes ."
10351,,,,,neither,I 've added you to my AIM but have yet to catch you online .
10352,,,,,neither,its ok sister if you need a help hand you no where to come 88 have a nice White day 88 goldeboy 88
10353,,,,,neither,"im a 21 year old white woman , mother of one 2 year old boy. i have been looking for others like me in oregon for quite some time now and have ony found a few ."
10354,,,,,neither,were in chicago u live ?
10355,,,,,neither,What u look like ?
10356,,,,,neither,We can ge ttogather sometime if ya want or just talk for a while .
10357,,,,,neither,Drop me a line .
10358,,,,,neither,"in a crisis , it wont matter. people will have to join us or face death at the hands of non-whites. its that simple. without the media and schools feeding them lies , they will have nothing to go on by except for real world encounters and cold truth .. and thats when our numbers will get large ."
10359,,,,,neither,I assume we have the concept that those who are themselves not in a PLE might be willing to invest in one .
10360,,,,,neither,Click on the audio player at the link below .
10361,,,,,neither,There are about 20 minutes with the webmaster and the remaining 25 minutes are callers on the subject .
10362,,,,,neither,"Irish, There is nothing wrong with being polite ."
10363,,,,,neither,Polite people some times get service from small town businesses .
10364,,,,,neither,Polite people are rarely seen as huge threats to small town life .
10365,,,,,neither,You went there .
10366,,,,,neither,You tried to help .
10367,,,,,neither,You acted like yourself .
10368,,,,,neither,So.. she is getting food stamps from a state she has n't lived in for months ?
10369,,,,,neither,"Taking money from Oregon taxpayers , while 1500 miles away ."
10370,,,,,neither,I wanted to thank you Mjodr for taking the time today to go check out a house there in the area for my family and I to move to .
10371,,,,,neither,We look forward to seeing you all in the PLE very soon .
10372,,,,,neither,"That is correct , White men with guns built America , and it will likely take White men with guns to take it back ."
10373,,,,,neither,When anyone is ready we are now taking reservations on lots as we speak first come first served contact me for more info .
10374,,,,,neither,"http://www.borderwatch.us/ REPORT TO CAMPO , CALIFORNIA FOR DUTY RIGHT AWAY ."
10375,,,,,neither,"CAMPO SAN DIEGO EAST COUNTY CALIFORNIA On Now thru August 7 , 2005 760 644-0857 Come One Come All !"
10376,,,,,neither,www.borderwatch.us/camp.htm http://sandiego.indymedia.org/en/2005/07/109826.shtmlhttp://sandiego.indymedia.org/en/2005/07/109855.shtmlhttp://www.saveourstate.org/forums/i ... topic = 3596 & hl =
10377,,,,,neither,It is a noble idea but I would rather stay here in mostly white Missouri then move to 35 % black South Carolina .
10380,,,,,neither,Gotta have the green grass and trees .
10381,,,,,neither,"If you ever hear of something like this in Northern climes , I am very interested ."
10382,,,,,hate_speech,There will be hundreds of thousands of white people fleeing your proverbial sea of mud this is where we come in .
10383,,,,,hate_speech,We are looking into building `` mud free zones '' by way of taking over key locations and building a refuge for our racial kindred .
10384,,,,,neither,"Thank's, Ill put together a post over on the B & H site in the next couple of days to let people know about the PLE ideas and ask about adding a PLE forum over there ."
10385,,,,,neither,"There are many interesting listings on this web site , including Stormfront 's own Advance Scout forum which teaches the principles of Pioneer Little Europe : http://www.angelfire.com/nv/micronations/usa.html"
10386,,,,,neither,The PLE that I join will be centered on MUSIC .
10387,,,,,neither,Live music and dancing .
10388,,,,,neither,Look for my thread ( Oh no !
10389,,,,,neither,Not another promo ) Meet Me at the Footbridge : PLE and the Musicman .
10390,,,,,neither,These are what I am trying to do .
10391,,,,,neither,I think you should try to speak at the EURO Conference this year about the PLE Concept .
10392,,,,,neither,It is a noble idea but I would rather stay here in mostly white Missouri then move to 35 % black South Carolina .
10393,,,,,neither,I would if I liked my neighbors .. There are some people on this board that I would hate to live next to
10394,,,,,neither,Whites shoudl clean their own mess !
10395,,,,,neither,Getting someone else to do our dirty work got us into the mess we are in today .
10396,,,,,neither,"No, I meant how to get around buying up all the land in a PLE chosen town while refusing nonwhites to buy any property in such an area , it probably would n't matter if a nonwhite bought your house before you joined a PLE ."
10397,,,,,neither,I've just been reading through quite a few of them and I 'm pleased to say there seems to be quite a degree of support .
10398,,,,,neither,"As long as they are pro-White and follow board guidelines , I can put up with their `` spin '' ... as long as they 'll put up with mine ."
10399,,,,,neither,A small trace amounts of non white blood a few generations back can be removed naturally by generational mixing of more white blood into the lifeline of a family who 's great great so on on and so forth engaged in one incident of miscegenation .
10400,,,,,neither,There are entire towns in various parts of Texas I have heard that will kindly show black folks right back the way they came from .
10401,,,,,neither,I think we need to stand our ground and send our enemies away .
10402,,,,,neither,We ca n't just keep running to the suburbs .
10403,,,,,hate_speech,"When the non-whites come we should stand together and send em packing , like they do to us ."
10404,,,,,neither,this video pretty much proves the local demographics .
10405,,,,,neither,Did you see anything other than white faces in that non racially edited video ?
10406,,,,,neither,The best thing about Thursday fest recently is the home made ice cream they make in front of you with liquid nitrogen !!!
10407,,,,,neither,Why did you say you were a member of the `` white knights '' when it appears your a member of the knights party ?
10408,,,,,neither,"If you are putting bread on a White family 's table , they will follow you ."
10409,,,,,neither,Economic empowerment is the way to political success .
10410,,,,,neither,If somebody commits a crime in the name of the klan they are not a real klansman and should be punished by the law as well as anybody that ordered them to commit the criminal acts .
10411,,,,,neither,We are not a criminal organization and there is no place for criminals in the klan .
10412,,,,,neither,Thank you very much for your contribution !
10413,,,,,neither,"There are some slight differences between the two - is one of them geared toward whites in general , and the other toward Dutch/Germans ?"
10414,,,,,hate_speech,All of this diversity crap needs to stop soon whites will be extinct and I 'm not living in a brown world I want a clean white world
10415,,,,,hate_speech,Don't stop trying because the negro will prove you to be right .
10416,,,,,neither,"When it happens to your friends they will come to you for advise , and they will see you were right all along ."
10417,,,,,neither,"Will you all let me know a good couple of months ahead of time so I can sell my house , most of my stuff and go hide in the woods ?"
10418,,,,,neither,Thanks !
10419,,,,,neither,I doubt you can actually get close enough to the antis to pass a flower .
10420,,,,,neither,But the camellia idea is great .
10421,,,,,neither,Attention Chicago people Art Jones needs your help in his campaign !
10422,,,,,neither,Go to his web site and check it out and get active .
10423,,,,,neither,Less talk and more activism !
10424,,,,,neither,WWW.ARTJONESINFO.COM
10428,,,,,neither,I have a subway nearby and eat there occasionally .
10429,,,,,neither,The owner is white as are the staff for the most part .
10430,,,,,neither,No problems at all .
10431,,,,,hate_speech,Though I have had problems at one or two that were groid infested elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .
10432,,,,,neither,"If anyone did or is going too Join a group like the order , In my opinion .... Silence is golden , and keep your mouth shut and your eyes wide open. : hide"
10433,,,,,neither,"This should be passed to the left too , who have been victims of ADL tactics including theft of police files , smearing , and illegal spying ."
10434,,,,,neither,Don't know if any of this is obsolete but it 's a start ...
10435,,,,,neither,http://www.spamlaws.com/state/summary.html the site lists all 50 states I believe .
10436,,,,,neither,I try to keep up with as many flyers as I can on this site : http://www.whitefreespeech.com/flyers.html And I 'm usually looking for others to add as well .
10437,,,,,neither,Im glad that he quit because he should never have said he was sorry and he is a coward for backing down
10438,,,,,neither,I stop on BET sometimes to reassure my desires to fight their progression and get in the know about their latest crap .
10439,,,,,neither,WhiteUtopian
10440,,,,,neither,It was never yours to begin with .
10441,,,,,neither,South Africa was a country founded by Europeans .
10442,,,,,neither,I do wish you luck in your repatriation to Botswana though .
10443,,,,,neither,OK.
10444,,,,,neither,"On the basis of this argument , the Haitians had to defend themselves from the French who were `` raping the island of Haiti '' to death ."
10445,,,,,hate_speech,I dont believe i or anyone living today brought you here or wanted you here .
10446,,,,,neither,Sinners of the past did including your own people who sold you like cattle .
10447,,,,,neither,You should be angry at them not us as they sold you from your own homeland .
10448,,,,,neither,"By the way , im against slavery ."
10449,,,,,neither,I can care less who 's better then who .
10450,,,,,neither,But she went on and on about how great koreans are under the guise of japanese name .
10451,,,,,neither,screw that. it IS about superiority .
10452,,,,,hate_speech,We should have a new version of the old Plantation system where every white person on earth makes millions of dollars off of the enslaved labor of all the non-Whites in the world .
10453,,,,,hate_speech,The same way they take advantage of the state everywhere else .
10454,,,,,hate_speech,They receive housing and welfare at the taxpayer 's expense while breeding like cockroaches .
10455,,,,,neither,Who said those were Jews from Israel on that chart ?
10456,,,,,neither,How many of these do I have to show you before you catch on ?
10457,,,,,hate_speech,You AREN' T White :
10458,,,,,neither,Correct that is the exact goal of the Elite in North America .
10459,,,,,neither,They want to a mixed population since they know that mixed populations have NO center around to rebel .
10460,,,,,neither,Every ethnic Ukrainian I have ever met was White .
10461,,,,,neither,There was no question at any time that they may have some mud in the blood .
10462,,,,,neither,Wonderful people and great food !
10463,,,,,hate_speech,"It bothers me in as much it makes me want to vomit , any white woman who lay down with the beast need not try and come back because `` once you go black you 're not wanted back !"
10464,,,,,neither,What are you talking about ?
10465,,,,,neither,Those nations are all extremely diverse .
10466,,,,,hate_speech,Their resistance to immigration is precisely because they have been exposed to you non-White vermin and your effect on their nations .
10467,,,,,neither,Thank you for proving our point .
10468,,,,,hate_speech,Those in the countries you mentioned are the mongrel offspring between whites ( Aryans ) and Arabs and its funny how those of the East who claim to be the Aryans talk about white people who came and mixed with them and the only Aryans apparently in the East are those with light skin and blue eyes .
10469,,,,,neither,"I'm impressesed with the ' if you do n't like it go somewhere else ' and ' herd mentality ' quips . Way to start a civilised debate , non ami ."
10472,,,,,neither,Thus Whites have to wait until they become a minority in their own country and then they can have their pride too .
10473,,,,,hate_speech,https://www.stormfront.org/forum/t1020784/ https : //www.stormfront.org/forum/t102 ... ghlight = sweden https : //www.stormfront.org/forum/t102 ... ghlight = sweden https : //www.stormfront.org/forum/t101 ... ghlight = sweden https : //www.stormfront.org/forum/t101 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden God save them .....
10475,,,,,neither,Huh ?
10476,,,,,neither,Anti-White S.O.B. ` s ?
10477,,,,,neither,What have you got to say for yourselves ?
10478,,,,,neither,Did day kill dem injuns ?
10479,,,,,neither,Dids dey colononialize da new erffs ?
10480,,,,,neither,Did daay getz dat Junglef feeeaaver and rr apes da slabve girls ?
10481,,,,,neither,What the Hell is wrong with you people ?
10482,,,,,neither,"What do those pictures have to do with 27 framers of the US Constitution including George Washington , James Madison and Benjamin Franklin being non-Jewish Freemasons ?"
10483,,,,,neither,Jesus would be very disappointed in all the so called Christians who are so supportive of Jews .
10484,,,,,neither,They were behind his crucifixion and amongst themselves admit to it .
10485,,,,,neither,...You did n't build that .
10486,,,,,neither,Your white skin did .
10487,,,,,neither,"It 's because white skin allows uv rays to pass through more readily , powering your muscles and brain ."
10488,,,,,neither,Stupid theory ?
10489,,,,,neither,Yup and about the same level as white privilege .
10490,,,,,neither,"Yup, after they get married , some still work and get the idiots to bring over their husbands under the guise of `` family members '' ."
10491,,,,,neither,"Where it not for the hippies great lie of equality , racial pride of any sort would have never come into being ."
10492,,,,,hate_speech,Laugh it up ape cause without yt to protect your race Asians will probably do the world a favour and wipe your kind from the face of the Earth .
10493,,,,,neither,i agree these people are full of themselves . . . and i am white nothing is wrong with a different skin color white people are not better than anyone else
10494,,,,,neither,It's much easier to follow the stereotype of White people that their thought controllers fill their minds with .
10495,,,,,neither,This way they can come over here dragging their knuckles to fling their feces at us and call us racists .
10496,,,,,neither,Non Whites hate White people plain and simple.They are taught from birth that White people are the cause of all the problems in the world and every bad thing that happens is because of evil racist White people .
10497,,,,,neither,Prove it wrong .
10498,,,,,neither,Put the crack pipe down moron !
10499,,,,,hate_speech,"Racism is as old as time itself , and no one ever admired a groid for anything other than cheap dumb labour ."
10500,,,,,neither,It is nothing short of hysterical that you are such a retard you have to TELL us in your username that you are `` educated . ''
10501,,,,,neither,Did you register an account on this site just to call these people white supremacists/call them stupid ?
10502,,,,,neither,"If yes , I think you are doing your people a huge disservice ."
10503,,,,,neither,I agree with your post except if its a white they will say so .
10504,,,,,neither,If its a non white they cover it up .
10505,,,,,neither,I repped yez but must spread it around before ...
10506,,,,,neither,"Wait until the blacks hear about `` Black Douglas '' , or `` The Black Watch '' or `` Black Thursday '' ..."
10507,,,,,neither,I tried to sign up there once & they refused to activate my account .
10508,,,,,neither,Does n't sound like I 'm missing much anyway .
10509,,,,,neither,"i just had my first child , he will be one next week. i will not push my views on him because if you push things on your child they tend to rebel ! my child will learn right from wrong from my positive examples and he will see the truth ."
10510,,,,,neither,"Yep, that 's London for ya ."
10511,,,,,neither,Some parts of London are more British than others .
10512,,,,,neither,But a lot of the Whites moved out to Essex and Kent .
10513,,,,,neither,Dear genius : Find a statistics text and look up `` normal distribution . ''
10514,,,,,neither,Pay special attention to the concepts of MEAN and VARIANCE .
10515,,,,,neither,These elementary concepts render the rest of your argument entirely invalid .
10516,,,,,neither,Don't you know the Jews see a picture like this and laugh their asses off while patting each other on the back .
